markets,survive_outside3_auc_eq_market,survive_outside3_auc_gt_0_5_markets,survive_outside5_auc_eq_market,survive_outside5_auc_gt_0_5_markets,extension5_auc_eq_market,extension5_auc_gt_0_5_markets,extension10_auc_eq_market,extension10_auc_gt_0_5_markets,remaining20_auc_eq_market,remaining20_auc_gt_0_5_markets,survive_outside3_endpoint_delta_eq_market,survive_outside3_positive_markets,survive_outside5_endpoint_delta_eq_market,survive_outside5_positive_markets,extension5_endpoint_delta_eq_market,extension5_positive_markets,extension10_endpoint_delta_eq_market,extension10_positive_markets,remaining20_endpoint_delta_eq_market,remaining20_positive_markets,remaining_life_endpoint_delta_eq_market,remaining_life_positive_markets
9,0.4753907499647737,2,0.478887937417089,4,0.5186812269464727,7,0.5291151320414337,6,0.48881274987720513,4,0.07293494152046784,2,0.06784124136097822,2,0.05316653375863903,3,0.06095826687931949,4,-0.026254319510898433,2,-7.234564393939395,1
