eligible_markets,eligible_cells,reexpand5_delta_eq_market,reexpand5_positive_markets,reexpand10_delta_eq_market,reexpand10_positive_markets,future_net_positive_delta_eq_market,future_net_positive_positive_markets,remaining20_after3_delta_eq_market,remaining20_after3_positive_markets,remaining_life_after3_delta_eq_market,remaining_life_after3_positive_markets
9,45,0.22146217727485695,9,0.20701235074765661,9,0.07251324270795101,7,0.21174882471275816,9,8.138123306600761,9
