eligible_markets,eligible_cells,reexpand5_delta_eq_market,reexpand5_positive_markets,reexpand10_delta_eq_market,reexpand10_positive_markets,future_net_positive_delta_eq_market,future_net_positive_positive_markets,remaining20_after3_delta_eq_market,remaining20_after3_positive_markets,remaining_life_after3_delta_eq_market,remaining_life_after3_positive_markets
9,45,0.25417784388505354,9,0.18018774249458092,9,0.0178253529274383,5,0.0867485436213827,8,4.432126734648481,7
