markets,cells,reexpand5_eq,reexpand5_pos,reexpand10_eq,reexpand10_pos,future_net_positive_eq,future_net_positive_pos,remaining20_after3_eq,remaining20_after3_pos,remaining_life_after3_eq,remaining_life_after3_pos
9,17,0.022574109539765352,5,-0.014482574069307315,4,-0.08218964389091861,3,-0.02379605915614523,5,-9.83285737000114,2
