markets,pooled_n,reexpand5_auc_eq_market,reexpand5_auc_gt_0_5_markets,reexpand10_auc_eq_market,reexpand10_auc_gt_0_5_markets,future_net_positive_auc_eq_market,future_net_positive_auc_gt_0_5_markets,remaining20_after3_auc_eq_market,remaining20_after3_auc_gt_0_5_markets,reexpand5_endpoint_delta_eq_market,reexpand5_positive_markets,reexpand10_endpoint_delta_eq_market,reexpand10_positive_markets,future_net_positive_endpoint_delta_eq_market,future_net_positive_positive_markets,remaining20_after3_endpoint_delta_eq_market,remaining20_after3_positive_markets,remaining_life_after3_endpoint_delta_eq_market,remaining_life_after3_positive_markets
9,997,0.642184548404079,9,0.6514982464115856,9,0.5290283260209194,6,0.6495078928929835,9,0.36164229955305005,9,0.3635303923032118,9,0.08669381115966646,7,0.34022598241665186,9,9.588501811963612,9
