threshold,markets,pooled_n,hit_eq_market_mean,hit_eq_market_median,time_to_proof_eq_market_mean,time_to_proof_eq_market_median,proof_cum_atr_eq_market_mean,proof_cum_atr_eq_market_median,future_net_atr_eq_market_mean,future_net_atr_eq_market_median,future_mfe_atr_eq_market_mean,future_mfe_atr_eq_market_median,future_mae_atr_eq_market_mean,future_mae_atr_eq_market_median,future_plus1_eq_market_mean,future_plus1_eq_market_median,future_plus2_eq_market_mean,future_plus2_eq_market_median,future_plus4_eq_market_mean,future_plus4_eq_market_median,remaining_bars_eq_market_mean,remaining_bars_eq_market_median,mfe_consumed_fraction_eq_market_mean,mfe_consumed_fraction_eq_market_median,mfe_remaining_fraction_eq_market_mean,mfe_remaining_fraction_eq_market_median,probe_then_full_harvest_eq_market_mean,probe_then_full_harvest_eq_market_median,full_harvest_eq_market_mean,full_harvest_eq_market_median,harvest_delta_vs_full_eq_market_mean,harvest_delta_vs_full_eq_market_median,avg_exposure_eq_market_mean,avg_exposure_eq_market_median,underexposed_frac_eq_market_mean,underexposed_frac_eq_market_median
0.5,9,1624,0.7149117495328665,1,4.263232908461609,3.0,1.183912194232779,0.9792104041571789,0.6477130035401316,-0.8309231339606511,5.561119824306822,2.910001408441591,2.7575971455447106,2.210917535808383,0.689961200357799,1.0,0.5463855395496049,1.0,0.3789692456905101,0.0,39.86014029908255,32,0.40234182312968486,0.2857152834435446,0.5976581768703152,0.7142847165564555,0.4804287436687831,-0.6056850363705308,0.5208469970170576,-1.0632157840130523,-0.04041825334827445,-0.5651726726351365,0.7105890470553892,0.8766580692704495,0.3858812705928144,0.16445590763940063
1.0,9,1624,0.6323666088805509,1,6.270558481261347,4,1.6731230383808886,1.4292776375543208,0.6548580610252343,-1.096771616793601,5.819123511029453,3.1510776474399553,2.9432990359276308,2.581261479609552,0.7059612118066516,1.0,0.561616596717334,1.0,0.3879453758393352,0.0,41.66248789605086,35,0.4491346317037706,0.33108017667865286,0.5508653682962295,0.6689198233213471,0.4410273829199365,-0.5463130012970584,0.5208469970170576,-1.0632157840130523,-0.07981961409712113,-0.8510704779943421,0.6405300416560836,0.8,0.47929327779188846,0.26666666666666666
2.0,9,1624,0.4995395129877337,1,10.957805721338422,7.5,2.6922024497131094,2.4093515484719696,0.7162863957866574,-1.0917632819451142,6.293860084660672,3.4299136712397598,3.1420342986535776,2.8407107307518578,0.7167413893460187,1.0,0.5877170799561211,1.0,0.40538720926598243,0.0,43.90573374852209,37.0,0.5139347623839622,0.4266116371065836,0.4860652376160378,0.5733883628934164,0.4092297951164324,-0.5513047443235752,0.5208469970170576,-1.0632157840130523,-0.11161720190062518,-1.5020976441814655,0.537366876342422,0.2894736842105263,0.6168441648767709,0.9473684210526315
