path,prevalence_eq_market,prevalence_pooled,pooled_n
P0_NoTouch,0.38113653032015193,0.41223671013039115,411
P1_WickHold,0.13212924455940253,0.11033099297893681,110
P2_Reclaim,0.12441320011510618,0.12637913741223672,126
P3_FailedAcceptance,0.36232102500533936,0.3510531594784353,350
