stage,rule,markets,pooled_n,trigger_rate_eq_market,no_trigger_rate_eq_market,delay_median_eq_market,delay_mean_eq_market,trigger_le_3_rate_all_eq_market,trigger_le_5_rate_all_eq_market,trigger_le_10_rate_all_eq_market,close_progress_atr_mean_eq_market,intrabar_progress_atr_mean_eq_market,tax_fraction_median_eq_market,tax_fraction_mean_eq_market,remaining_life_mean_eq_market,remaining10_rate_eq_market,remaining20_rate_eq_market,reexpand5_rate_eq_market,reexpand10_rate_eq_market,oldbox_fail3_rate_eq_market
Markdown,R1_CloseExtreme,9,128,0.8140688994146167,0.18593110058538337,1.7777777777777777,3.6495811287477955,0.5940279725625444,0.6915020919148885,0.7485985787327378,0.7907852638654345,1.0357059726411093,0.21593901445754735,0.347451349588425,37.16536796536797,0.9222582972582973,0.6775913900913901,0.8115568073901408,0.847286355619689,0.11184062850729519
Markdown,R2_PriceExtreme,9,128,0.811924649901946,0.18807535009805393,1.8888888888888888,4.161375661375661,0.5638517695277241,0.6623305372531378,0.7390851437291066,0.8507794964343889,1.1454919639860466,0.1901541420591222,0.3285361068760634,36.64918229918229,0.9203222703222704,0.6824314574314575,0.8387205387205388,0.8746753246753247,0.13585858585858585
Markdown,R3_RetestStructure,9,128,0.7606761163004713,0.2393238836995287,2.2777777777777777,4.789590347923681,0.4835284121145835,0.5939897506460974,0.6696047559824649,0.9763702036738214,1.1996807047901734,0.24818987668210601,0.39998004080477,37.90176767676767,0.9412285245618579,0.694245877579211,0.8265271765271766,0.8734407567740902,0.10815696649029981
Markdown,R4_Progress05,9,128,0.7476042208756346,0.2523957791243653,2.611111111111111,4.506565656565657,0.4657464005245223,0.6226064994898843,0.6747264927863482,0.9784580126901932,1.2112755013617722,0.3007263339918016,0.40377203144500584,39.2334455667789,0.9297526547526549,0.7055814555814556,0.8324074074074074,0.8623015873015872,0.08021885521885522
Markup,R1_CloseExtreme,9,108,0.8314113355780023,0.16858866442199774,2.1666666666666665,3.591358024691358,0.5734988776655443,0.6853675645342312,0.7845117845117845,0.9171891086838381,1.0859494070857219,0.301614110241312,0.3745367789807042,35.097795414462084,0.8947971781305115,0.77989417989418,0.7733414733414733,0.8899634316300982,0.12423687423687424
Markup,R2_PriceExtreme,9,108,0.7989337822671155,0.20106621773288438,1.7777777777777777,3.870037986704654,0.5787457912457913,0.641077441077441,0.745861391694725,0.86351440783523,1.169502994205504,0.2518845233278881,0.30548211620969357,36.32834757834758,0.9342355175688508,0.8169040835707502,0.8101410934744268,0.8770242103575437,0.1010791677458344
Markup,R3_RetestStructure,9,108,0.7822671156004489,0.21773288439955107,3.1666666666666665,5.654096520763186,0.42274130190796855,0.565165544332211,0.6928591470258136,1.135885714982011,1.2943338716626425,0.3458297424211808,0.4065922101003312,35.20678149011482,0.9422602089268756,0.798722265388932,0.8878713878713879,0.9151878985212318,0.07524820858154192
Markup,R4_Progress05,9,108,0.7760942760942761,0.2239057239057239,3.3333333333333335,5.282659932659933,0.39180695847362507,0.5304433221099888,0.6998035914702582,1.0598672435602539,1.2023792048328141,0.35952222815049956,0.40904610274211717,35.36667961667962,0.9508072174738841,0.8021756021756022,0.8712522045855379,0.9122975789642456,0.05845204178537512
