scope,dimension,checkpoint,progress_q,eff_q,markets,pooled_n,future_net_atr_eq_market_mean,future_net_atr_eq_market_median,future_mfe_atr_eq_market_mean,future_mfe_atr_eq_market_median,future_mae_atr_eq_market_mean,future_mae_atr_eq_market_median,future_plus2_eq_market_mean,future_plus2_eq_market_median,future_plus4_eq_market_mean,future_plus4_eq_market_median,remaining_bars_eq_market_mean,remaining_bars_eq_market_median
2015-2019,joint,5,3.0,3.0,9,40,0.521379710757939,0.560416724383888,4.398025540371216,3.480701343133436,2.3732516425739516,2.199817747618369,0.5,0.5,0.375,0.3333333333333333,37.02777777777778,37.0
2015-2019,joint,5,3.0,4.0,5,7,0.8322948172080269,0.8322948172080269,5.356424316210624,5.356424316210624,2.253808153521221,2.253808153521221,0.4,0.4,0.4,0.4,42.4,42.4
2015-2019,joint,5,4.0,3.0,4,8,0.6483693236265672,0.6483693236265672,3.5171755396358504,3.5171755396358504,2.0429852940865886,2.0429852940865886,0.375,0.375,0.375,0.375,31.625,31.625
2015-2019,joint,5,4.0,4.0,9,40,0.5261632013413514,0.9445009107368385,3.5476611009121795,2.339852529948973,2.553497505147728,1.7527781746994636,0.5,0.5,0.37777777777777777,0.3333333333333333,30.444444444444443,31.0
2015-2019,joint,5,4.0,5.0,6,16,0.8494608740438023,0.8494608740438023,4.366594369696998,4.366594369696998,2.772427085780601,2.772427085780601,0.65,0.65,0.375,0.375,38.18333333333333,38.18333333333333
2015-2019,joint,5,5.0,4.0,4,6,-0.29914865602690585,-0.29914865602690585,6.3156796351455315,6.3156796351455315,3.143125123928541,3.143125123928541,0.5,0.5,0.5,0.5,51.5,51.5
2015-2019,joint,5,5.0,5.0,8,33,-0.04019743382920604,0.39797207274539274,5.837377914645692,4.237060208174565,3.363060460534755,2.969531481132824,0.49476902810236145,0.5,0.3513888888888889,0.375,47.76468253968254,46.5
2015-2019,progress,10,1.0,,8,30,-1.021948344121839,-0.677319370864771,2.5094333285428286,2.0000102324762527,1.5785064243296953,1.0440857503360838,0.2708333333333333,0.25,0.14583333333333331,0.125,17.005208333333332,16.5
2015-2019,progress,10,2.0,,9,34,0.8264238329765108,-0.0410689014863503,3.2729464741698026,2.476521632057362,2.504463462012703,1.9989538727261607,0.37777777777777777,0.3333333333333333,0.25833333333333336,0.25,30.155555555555555,30.0
2015-2019,progress,10,3.0,,8,42,0.35522112817939934,0.2273576901142078,3.362777326262672,2.8004929581651567,2.542667655726813,2.320873018691514,0.44375,0.5,0.2708333333333333,0.25,38.197916666666664,39.0
2015-2019,progress,10,4.0,,7,70,0.9588753636332868,0.5458373640131757,4.354456929225288,3.453459868650878,2.480233372352932,2.1852141811347244,0.6,0.6,0.39404761904761904,0.4,42.26190476190476,41.2
2015-2019,progress,10,5.0,,7,30,0.3020942183025255,0.5823967658678446,5.9198317525727775,4.19730959169808,3.0916810262270135,2.986810567353223,0.5000850340136055,0.5,0.28486394557823125,0.2857142857142857,51.80423094117647,51.42857142857143
2015-2019,efficiency,10,,1.0,9,33,-0.8692611865004592,-0.646641282093956,2.463595882643035,2.0000102324762527,1.772078457340053,1.0440857503360838,0.282716049382716,0.25,0.1814814814814815,0.125,20.132407407407406,16.5
2015-2019,efficiency,10,,2.0,9,35,0.626056696486123,-0.0410689014863503,3.657105434140159,2.476521632057362,2.203018273087391,1.9989538727261607,0.43333333333333335,0.3333333333333333,0.2916666666666667,0.25,32.025925925925925,30.0
2015-2019,efficiency,10,,3.0,9,35,0.4780035528831479,0.2273576901142078,3.3883213288507153,2.8004929581651567,2.5932845124262095,2.320873018691514,0.4888888888888889,0.5,0.22592592592592592,0.25,41.77777777777778,39.0
2015-2019,efficiency,10,,4.0,9,63,1.0388943229247682,0.5458373640131757,4.254242455467152,3.453459868650878,2.445150750927042,2.1852141811347244,0.5555555555555556,0.6,0.3788888888888889,0.4,39.611111111111114,41.2
2015-2019,efficiency,10,,5.0,9,40,-0.6693207700069878,0.2615145837237442,5.0025077248906275,4.19730959169808,3.3397904898736534,2.986810567353223,0.4192239858906525,0.5,0.2502645502645503,0.2857142857142857,43.544841269841266,51.42857142857143
2015-2019,joint,10,1.0,1.0,8,27,-1.3611838725318122,-0.677319370864771,2.330902975046687,2.0000102324762527,1.696371827898855,1.0440857503360838,0.2708333333333333,0.25,0.14583333333333331,0.125,16.223958333333332,16.5
2015-2019,joint,10,1.0,2.0,2,3,3.046439327401333,3.046439327401333,4.9782066098535955,4.9782066098535955,0.2754065034010453,0.2754065034010453,0.5,0.5,0.0,0.0,28.25,28.25
2015-2019,joint,10,2.0,1.0,4,6,-0.4559956538155024,-0.4559956538155024,1.3744738010088687,1.3744738010088687,2.9265839946437803,2.9265839946437803,0.125,0.125,0.0,0.0,26.625,26.625
2015-2019,joint,10,2.0,2.0,9,27,0.681801431333222,-0.0410689014863503,3.425257789232043,2.476521632057362,2.412764560851707,1.9989538727261607,0.3888888888888889,0.3333333333333333,0.28703703703703703,0.25,31.407407407407405,30.0
2015-2019,joint,10,2.0,3.0,1,1,1.2307153770018484,1.2307153770018484,4.293420881000813,4.293420881000813,1.0339072149989646,1.0339072149989646,1.0,1.0,0.0,0.0,36.0,36.0
2015-2019,joint,10,3.0,2.0,1,1,2.8544396079315574,2.8544396079315574,5.749309279528735,5.749309279528735,0.35407931330213564,0.35407931330213564,1.0,1.0,1.0,1.0,45.0,45.0
2015-2019,joint,10,3.0,3.0,8,35,0.35522112817939934,0.2273576901142078,3.362777326262672,2.8004929581651567,2.542667655726813,2.320873018691514,0.44375,0.5,0.2708333333333333,0.25,38.197916666666664,39.0
2015-2019,joint,10,3.0,4.0,5,6,1.0475897351575075,1.0475897351575075,4.425392485866471,4.425392485866471,1.2122395462809952,1.2122395462809952,0.6,0.6,0.4,0.4,47.9,47.9
2015-2019,joint,10,4.0,3.0,5,7,7.153848626346036,7.153848626346036,11.246712883157418,11.246712883157418,0.33401695702191446,0.33401695702191446,0.8,0.8,0.4,0.4,58.4,58.4
2015-2019,joint,10,4.0,4.0,7,46,0.38200844981652556,0.5458373640131757,4.011603403558682,3.453459868650878,2.8029549168839707,2.1852141811347244,0.5619047619047619,0.6,0.37857142857142856,0.4,40.84761904761905,41.2
2015-2019,joint,10,4.0,5.0,5,17,1.521492555013309,1.521492555013309,4.802306843500293,4.802306843500293,1.6826958584358528,1.6826958584358528,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666,53.46666666666666,53.46666666666666
2015-2019,joint,10,5.0,4.0,5,8,1.6611536683886267,1.6611536683886267,8.008945481548286,8.008945481548286,2.2291330193765553,2.2291330193765553,0.7,0.7,0.45,0.45,56.96666666666667,56.96666666666667
2015-2019,joint,10,5.0,5.0,7,22,0.38792430878271956,0.5823967658678446,5.408522905605283,4.19730959169808,3.3554573365649674,2.986810567353223,0.4666666666666666,0.5,0.2392857142857143,0.2857142857142857,49.50892857142857,51.42857142857143
2020-2026,progress,5,1.0,,9,43,-0.17115549804615434,0.05748810814776234,2.2023500094674027,1.5932597704235078,1.0760128761466443,0.9108506963860744,0.47314814814814815,0.5,0.23148148148148148,0.25,13.567592592592593,12.0
2020-2026,progress,5,2.0,,9,45,-0.1415419349929539,-0.05696072761522402,4.8270427732743265,2.56627086525858,1.4750666784106783,1.0650930406305877,0.3626984126984127,0.4,0.23174603174603175,0.25,25.91111111111111,18.6
2020-2026,progress,5,3.0,,9,63,0.6540694700238828,0.17716489343381563,4.415850324374022,3.4196890087968407,2.403768842052195,1.9168176961407832,0.4208994708994709,0.42857142857142855,0.31187174479166664,0.3333333333333333,30.659435626102292,30.428571428571427
2020-2026,progress,5,4.0,,9,80,0.47767180271389235,0.6297639811636654,3.5287926853449266,2.9982092737237445,2.202995702415234,1.6343781882421869,0.37037037037037035,0.3333333333333333,0.29894179894179894,0.2857142857142857,31.992592592592594,31.0
2020-2026,progress,5,5.0,,9,51,0.6004547668959724,0.8252355102769261,4.950364963728651,4.726721004927283,2.335948004154631,1.9006350268476408,0.6124779541446209,0.6,0.3862433862433862,0.375,34.91415343915344,34.0
2020-2026,efficiency,5,,1.0,9,52,0.22331519264830885,0.05748810814776234,2.650520201226265,1.5932597704235078,0.9437211788996119,0.9108506963860744,0.45,0.5,0.24166666666666667,0.25,13.583333333333334,12.0
2020-2026,efficiency,5,,2.0,9,51,0.011425665526252149,-0.05696072761522402,4.858457756697765,2.56627086525858,1.411240018256179,1.0650930406305877,0.4261904761904762,0.4,0.25595238095238093,0.25,26.2984126984127,18.6
2020-2026,efficiency,5,,3.0,9,58,0.3522526299565646,0.17716489343381563,4.516591493207068,3.4196890087968407,2.472031438873496,1.9168176961407832,0.40634920634920635,0.42857142857142855,0.3092592592592593,0.3333333333333333,30.1484126984127,30.428571428571427
2020-2026,efficiency,5,,4.0,9,79,0.7929099784373281,0.6297639811636654,3.6589926806036663,2.9982092737237445,2.2154369805818017,1.6343781882421869,0.3615520282186949,0.3333333333333333,0.300352733686067,0.2857142857142857,32.137918871252204,31.0
2020-2026,efficiency,5,,5.0,9,66,0.13693241974398435,0.8252355102769261,4.396404509744328,4.726721004927283,2.4756113974715176,1.9006350268476408,0.6226190476190476,0.6,0.32407407407407407,0.375,34.17865961199295,34.0
2020-2026,joint,5,1.0,1.0,9,39,-0.2848957648920451,0.05748810814776234,2.2688799231190563,1.5932597704235078,1.0080673081933806,0.9108506963860744,0.4666666666666667,0.5,0.23333333333333334,0.25,13.6,12.0
2020-2026,joint,5,1.0,2.0,3,4,0.19833577437094144,0.19833577437094144,1.820588981052204,1.820588981052204,1.193281101004231,1.193281101004231,0.25,0.25,0.25,0.25,15.25,15.25
2020-2026,joint,5,2.0,1.0,3,6,1.0137933256179039,1.0137933256179039,4.161598260204293,4.161598260204293,1.0723068431088778,1.0723068431088778,0.5,0.5,0.3333333333333333,0.3333333333333333,24.0,24.0
2020-2026,joint,5,2.0,2.0,9,36,-0.22010495363220783,-0.05696072761522402,4.663024718705702,2.56627086525858,1.4262143619705915,1.0650930406305877,0.36666666666666664,0.4,0.21666666666666667,0.25,26.555555555555557,18.6
2020-2026,joint,5,2.0,3.0,3,3,-0.38679114999360705,-0.38679114999360705,5.816176975575491,5.816176975575491,2.7245471459400884,2.7245471459400884,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,28.0,28.0
2020-2026,joint,5,3.0,2.0,3,4,-0.3645268091328334,-0.3645268091328334,5.948037316086894,5.948037316086894,3.7443197099079033,3.7443197099079033,0.5,0.5,0.5,0.5,43.0,43.0
2020-2026,joint,5,3.0,3.0,9,49,0.7201708985132213,0.17716489343381563,4.404403022538154,3.4196890087968407,2.2385059408662487,1.9168176961407832,0.4111111111111111,0.42857142857142855,0.3,0.3333333333333333,30.555555555555557,30.428571428571427
2020-2026,joint,5,3.0,4.0,5,10,1.1515782466982633,1.1515782466982633,2.2979002041718776,2.2979002041718776,1.633557318577464,1.633557318577464,0.5,0.5,0.2,0.2,24.6,24.6
2020-2026,joint,5,4.0,3.0,4,7,-0.13718771187581252,-0.13718771187581252,3.278223049548248,3.278223049548248,2.2524526852248525,2.2524526852248525,0.5,0.5,0.375,0.375,32.75,32.75
2020-2026,joint,5,4.0,4.0,9,58,0.6549566376098753,0.6297639811636654,3.445291342252974,2.9982092737237445,2.178946485441957,1.6343781882421869,0.36296296296296293,0.3333333333333333,0.2962962962962963,0.2857142857142857,31.85185185185185,31.0
2020-2026,joint,5,4.0,5.0,5,15,-0.1422556048072295,-0.1422556048072295,3.3777702399688723,3.3777702399688723,2.645853992979176,2.645853992979176,0.6,0.6,0.3333333333333333,0.3333333333333333,32.4,32.4
2020-2026,joint,5,5.0,4.0,5,17,1.6663909451880858,1.6663909451880858,6.839166591028989,6.839166591028989,1.8029693114164634,1.8029693114164634,0.7,0.7,0.4,0.4,39.6,39.6
2020-2026,joint,5,5.0,5.0,9,34,0.5055544310533122,0.8252355102769261,4.228805722902996,4.726721004927283,2.497813373018969,1.9006350268476408,0.6055555555555555,0.6,0.37777777777777777,0.375,34.71666666666667,34.0
2020-2026,progress,10,1.0,,9,44,-0.08415997932568967,-0.13527514572357914,2.4009682507449373,1.8337944121786128,1.2426557877446042,0.9283125697692362,0.17037037037037037,0.16666666666666666,0.12962962962962962,0.125,14.148148148148149,13.0
2020-2026,progress,10,2.0,,9,41,-0.6950613187974499,-0.3582380124628544,2.6779837651181773,2.196264955331359,2.0754606325668675,1.9450983771733944,0.29074074074074074,0.3333333333333333,0.20185185185185184,0.25,27.425925925925927,25.0
2020-2026,progress,10,3.0,,9,47,0.4437186986721144,0.1301452908438934,3.2171788691094108,2.637852515417269,2.2800822725396335,2.273496808697654,0.3736111111111111,0.375,0.2833333333333333,0.25,34.67916666666667,33.0
2020-2026,progress,10,4.0,,9,86,0.9209204699205369,0.3915512760801579,4.132020569799426,3.58927776836444,2.247487440012283,1.9459255272062883,0.5069444444444444,0.5,0.3814814814814815,0.375,38.63888888888889,37.0
2020-2026,progress,10,5.0,,9,37,0.331993747328399,0.41949970750348105,5.134647125101887,4.252417746423454,2.4492264377640904,1.9006350268476408,0.6067901234567902,0.6,0.4351851851851852,0.375,42.47698357963857,41.333333333333336
2020-2026,efficiency,10,,1.0,9,53,-0.5827378567035772,-0.21494566457873006,2.519163987564651,1.8337944121786128,1.4178394585071935,0.9283125697692362,0.20925925925925926,0.16666666666666666,0.12777777777777777,0.125,14.335185185185185,13.0
2020-2026,efficiency,10,,2.0,9,46,-0.16277851049567133,-0.3582380124628544,2.7511919063695633,2.196264955331359,1.947745278250267,1.9450983771733944,0.29583333333333334,0.3333333333333333,0.2152777777777778,0.25,29.51851851851852,25.0
2020-2026,efficiency,10,,3.0,9,47,0.7508024215194907,0.1301452908438934,3.980185073479204,2.637852515417269,2.2800822725396335,2.273496808697654,0.40694444444444444,0.375,0.27361111111111114,0.25,35.170833333333334,33.0
2020-2026,efficiency,10,,4.0,9,66,0.4331474468239875,0.3915512760801579,4.083689793374885,3.58927776836444,2.205046397001268,1.9459255272062883,0.4722222222222222,0.5,0.3611111111111111,0.375,36.888888888888886,37.0
2020-2026,efficiency,10,,5.0,9,53,0.5247299687403896,0.41949970750348105,5.864638925255083,4.252417746423454,2.560111326090641,1.9006350268476408,0.42072310405643744,0.6,0.2800705467372134,0.375,40.77700881867548,41.333333333333336
2020-2026,joint,10,1.0,1.0,9,40,-0.28014618639987555,-0.13527514572357914,2.328941412008586,1.8337944121786128,1.2439776188383883,0.9283125697692362,0.16666666666666666,0.16666666666666666,0.125,0.125,13.666666666666666,13.0
2020-2026,joint,10,1.0,2.0,3,4,1.172393497856169,1.172393497856169,3.346604747397456,3.346604747397456,1.229438236804392,1.229438236804392,0.5,0.5,0.16666666666666666,0.16666666666666666,20.5,20.5
2020-2026,joint,10,2.0,1.0,3,6,-0.019985074660122875,-0.019985074660122875,1.9140260446357368,1.9140260446357368,2.024382937122566,2.024382937122566,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,25.166666666666668,25.166666666666668
2020-2026,joint,10,2.0,2.0,9,35,-0.7640796805550098,-0.3582380124628544,2.7626536711860286,2.196264955331359,2.084859417062605,1.9450983771733944,0.2962962962962963,0.3333333333333333,0.2037037037037037,0.25,27.814814814814813,25.0
2020-2026,joint,10,3.0,2.0,3,4,-1.627605702874036,-1.627605702874036,2.648541251620197,2.648541251620197,3.807500911085282,3.807500911085282,0.5,0.5,0.5,0.5,31.333333333333332,31.333333333333332
2020-2026,joint,10,3.0,3.0,9,37,0.39457637433339725,0.1301452908438934,3.2814143924301034,2.637852515417269,2.253272154603209,2.273496808697654,0.375,0.375,0.2777777777777778,0.25,35.30555555555556,33.0
2020-2026,joint,10,3.0,4.0,4,6,1.6243888035334684,1.6243888035334684,3.8181453469501725,3.8181453469501725,1.6183212830579275,1.6183212830579275,0.625,0.625,0.375,0.375,38.375,38.375
2020-2026,joint,10,4.0,3.0,5,8,7.003647025115036,7.003647025115036,12.250533064221673,12.250533064221673,0.3334299148489681,0.3334299148489681,0.7,0.7,0.4,0.4,55.8,55.8
2020-2026,joint,10,4.0,4.0,9,58,0.2675259661495028,0.3915512760801579,4.010949146158123,3.58927776836444,2.4426013359074345,1.9459255272062883,0.46296296296296297,0.5,0.3472222222222222,0.375,37.55555555555556,37.0
2020-2026,joint,10,4.0,5.0,5,20,1.5276151965087847,1.5276151965087847,5.247731924061867,5.247731924061867,1.7004895453269562,1.7004895453269562,0.7,0.7,0.6,0.6,47.0,47.0
2020-2026,joint,10,5.0,4.0,5,10,0.9395231261271411,0.9395231261271411,6.507689393404062,6.507689393404062,2.4680846605844165,2.4680846605844165,0.6,0.6,0.3,0.3,44.6,44.6
2020-2026,joint,10,5.0,5.0,9,27,0.22684217622057784,0.41949970750348105,4.626604369842595,4.252417746423454,2.4439991911084146,1.9006350268476408,0.6074074074074074,0.6,0.4666666666666667,0.375,41.55555555555556,41.333333333333336
