scope,dimension,checkpoint,progress_q,eff_q,markets,pooled_n,future_net_atr_eq_market_mean,future_net_atr_eq_market_median,future_mfe_atr_eq_market_mean,future_mfe_atr_eq_market_median,future_mae_atr_eq_market_mean,future_mae_atr_eq_market_median,future_plus2_eq_market_mean,future_plus2_eq_market_median,future_plus4_eq_market_mean,future_plus4_eq_market_median,remaining_bars_eq_market_mean,remaining_bars_eq_market_median
2010-2014,efficiency,10,,3.0,9,34,2.2269321083311313,0.3140138205509767,5.985105788918367,4.325825060659184,2.050428162465831,1.7321183744994162,0.5,0.5,0.3472222222222222,0.375,47.99074074074074,45.5
2010-2014,efficiency,10,,4.0,9,32,0.14533120807017985,-0.44992627764868896,5.383688116818062,4.665855270686539,3.780265622622322,2.762787018770643,0.48055555555555557,0.5,0.3277777777777778,0.25,41.12222222222222,38.0
2010-2014,efficiency,10,,5.0,9,40,-1.440082291947043,-0.7912622568372898,7.421026516891821,6.302119868368349,3.279612258892489,2.310454520141803,0.6302910052910053,0.6666666666666666,0.3853174603174603,0.5,41.984656084656086,43.75
2010-2014,joint,10,1.0,1.0,9,36,-1.588301797148538,-0.8332387016512884,2.4606541204288083,2.266187355168054,1.0208878571170368,0.9152571098807334,0.25,0.25,0.16666666666666666,0.16666666666666666,14.689814814814815,13.5
2010-2014,joint,10,1.0,2.0,4,6,0.45086469114615274,0.45086469114615274,4.578784346441965,4.578784346441965,0.4993103838474451,0.4993103838474451,0.5,0.5,0.25,0.25,30.5,30.5
2010-2014,joint,10,2.0,1.0,4,5,0.15933625432835838,-0.2197195682697326,0.42157738436039555,0.34934780847785194,0.1794818286832418,0.1514885283360724,0.0,0.0,0.0,0.0,9.5,9.5
2010-2014,joint,10,2.0,2.0,9,33,-0.9282217195215083,-0.3788791663269027,4.399061753301144,2.959164544596294,2.5489821590851076,1.7980174424188653,0.2777777777777778,0.25,0.2222222222222222,0.25,30.01851851851852,22.5
2010-2014,joint,10,2.0,3.0,1,2,-4.242569880091073,-4.242569880091073,4.458513888949641,4.458513888949641,5.401083769040713,5.401083769040713,0.0,0.0,0.0,0.0,20.0,20.0
2010-2014,joint,10,3.0,2.0,1,1,-6.351558917841752,-6.351558917841752,2.1651608689512397,2.1651608689512397,8.358196646782403,8.358196646782403,0.0,0.0,0.0,0.0,22.0,22.0
2010-2014,joint,10,3.0,3.0,9,28,1.5298357639537886,0.3140138205509767,5.200694075680623,4.325825060659184,1.7139271504963337,1.7321183744994162,0.5,0.5,0.375,0.375,45.48148148148148,45.5
