eligible_markets,eligible_cells,survive_outside3_delta_eq_market,survive_outside3_positive_markets,survive_outside5_delta_eq_market,survive_outside5_positive_markets,extension5_delta_eq_market,extension5_positive_markets,extension10_delta_eq_market,extension10_positive_markets,remaining20_delta_eq_market,remaining20_positive_markets,remaining_life_delta_eq_market,remaining_life_positive_markets
9,45,-0.0031199921125186214,3,-0.015089621424952225,4,0.04239635132125493,7,0.028777499319048525,6,0.009207607458236415,5,-1.2936757965489214,3
