stage_name,bucket,markets,n,fwd1,fwd5,fwd10,fwd20,surv5,surv10,surv20
Markdown,Other,9,13234,0.0437736542137369,0.2136619305950668,0.40162039225818547,0.6156078867109313,0.8658612580749995,0.7462313417822309,0.5519054004458201
Markup,Other,9,11554,0.003507586090001891,0.02824260388648487,0.06653301708714994,-0.05408557127129157,0.842500438023718,0.7071602498779984,0.5006527036213294
Markdown,Aligned,8,13405,0.013028643459832063,0.060114824582654235,0.12829770686641528,0.26733506953379393,0.8736136203751099,0.7588166098206097,0.5686946104009603
Markup,DirectionalConflict,8,4350,0.0031583463901638,0.054678435971779044,0.14427903655853436,0.22734449129605758,0.8376802392353877,0.7108142457693437,0.5287534352302988
Markup,Aligned,9,9233,-0.006253942921740602,-0.023143171798671387,-0.06968398633195891,-0.12643110906776023,0.8676875510227586,0.7480632173493915,0.5450495591226641
Markdown,DirectionalConflict,9,2646,0.015358866994840363,0.03518902844195478,0.03126240857663055,0.05294263390030677,0.7969691112366413,0.654477841587273,0.4767371682302024
Markdown,TurnRisk,8,992,-0.008689131515703073,0.00006305691617750813,-0.18372876160638976,-0.5737921403872235,0.8329101677498926,0.7042943846259128,0.4825629459338476
Markup,TurnRisk,9,1380,0.027546182932215356,0.15150506552853252,0.2526801792956749,0.3095543057358452,0.8539750784617783,0.7447326916582926,0.5765105824572662
