ticker,b0_persistence_gentle,b1_e5_bonus,b2_e5_e10_bonus,b1_delta,b2_delta
OANDA:EURUSD,0.2428392277255275,0.2203135653051907,0.2110760936382745,-0.022525662420336795,-0.03176313408725298
OANDA:GBPUSD,-0.1538489339242652,-0.1589808042485945,-0.1602234166863261,-0.005131870324329296,-0.0063744827620608735
OANDA:USDJPY,0.1889641693182314,0.1583294046119122,0.1538522729361192,-0.030634764706319206,-0.03511189638211221
TVC:AU10Y,0.1254210154972615,0.1391557089772669,0.1665140438872162,0.013734693480005389,0.04109302838995468
TVC:DE10Y,0.972946245410626,1.1462705608055792,1.158440925931987,0.1733243153949532,0.18549468052136098
TVC:FR10Y,0.5429749587669065,0.6177256692293105,0.6355152077708838,0.074750710462404,0.09254024900397728
TVC:GB10Y,0.2250039829031151,0.2638537341515213,0.2858251592977408,0.0388497512484062,0.060821176394625726
TVC:JP10Y,0.1084407108002231,0.0963300210763363,0.076135644519687,-0.012110689723886806,-0.0323050662805361
TVC:US10Y,0.7371141964082109,0.7749328578112115,0.7971383280035327,0.03781866140300061,0.06002413159532183
