markets,survive_outside3_auc_eq_market,survive_outside3_auc_gt_0_5_markets,survive_outside5_auc_eq_market,survive_outside5_auc_gt_0_5_markets,extension5_auc_eq_market,extension5_auc_gt_0_5_markets,extension10_auc_eq_market,extension10_auc_gt_0_5_markets,remaining20_auc_eq_market,remaining20_auc_gt_0_5_markets,survive_outside3_endpoint_delta_eq_market,survive_outside3_positive_markets,survive_outside5_endpoint_delta_eq_market,survive_outside5_positive_markets,extension5_endpoint_delta_eq_market,extension5_positive_markets,extension10_endpoint_delta_eq_market,extension10_positive_markets,remaining20_endpoint_delta_eq_market,remaining20_positive_markets,remaining_life_endpoint_delta_eq_market,remaining_life_positive_markets
9,0.477550454304297,2,0.4796391172249105,3,0.4554630406820379,3,0.4632229475575805,3,0.436792646666443,2,-0.0677176555805832,1,-0.06704833561565213,2,-0.0714502692032306,3,-0.048886594085840805,2,-0.1348709422149209,2,-6.73152232503334,3
