policy,eq_market_mean_episode_return,positive_markets,median_profit_factor,mean_max_drawdown,bootstrap95_lo,bootstrap95_hi,stress_remove_top1pct_mean,net_mean_friction_0.05
daily_persistence_gentle,0.3322061747673153,8,1.2597058309873572,37.34590707707558,0.13535884291379435,0.5322230916889449,0.04972251326557666,0.2330303690612091
daily_plus_weekly_direction,0.25358405863292305,8,1.2199484020136906,31.133972917098177,0.09735202320703358,0.4163582322826859,0.032494655199523326,0.18460576981876542
daily_plus_weekly_direction_trendability,0.23436083740912503,8,1.2164557271207552,29.556341952072103,0.08820141718760698,0.38943273467141637,0.017823049660416205,0.17354602510000414
