rule,markets,pooled_n,trigger_rate_eq_market,no_trigger_rate_eq_market,delay_median_eq_market,delay_mean_eq_market,trigger_le_3_rate_all_eq_market,trigger_le_5_rate_all_eq_market,trigger_le_10_rate_all_eq_market,close_progress_atr_mean_eq_market,tax_fraction_median_eq_market,tax_fraction_mean_eq_market,remaining_life_mean_eq_market,remaining10_rate_eq_market,remaining20_rate_eq_market,reexpand5_rate_eq_market,reexpand10_rate_eq_market,oldbox_fail3_rate_eq_market
R1_CloseExtreme,9,236,0.8237685635658692,0.17623143643413078,1.7777777777777777,3.5366679519311095,0.5951869974827583,0.6936239844579357,0.7687559222181025,0.8507702719457688,0.22514895799378332,0.36386637127708593,36.214690032401705,0.9074843773623331,0.7078021988370322,0.795976080873106,0.8623571035851738,0.12447286462160603
R5_LocalClose,9,236,0.848555561381541,0.15144443861845913,1.5,3.3123337835898226,0.6444175044641612,0.7193369081995333,0.7978358493267034,0.7379448165393346,0.2079791577944454,0.3386692844101602,35.61831591292944,0.889760902007279,0.6898820780221746,0.7769204181039929,0.8479153484874309,0.15038669954128892
