path,reexpand5,reexpand10,future_net_positive,remaining20_after3,remaining_life_after3,pooled_n
P0_NoTouch,0.660428926320368,0.7842441348953424,0.4374901387299525,0.772038230794831,42.29729842360146,411
P1_WickHold,0.6434866876043347,0.7400956342132813,0.3994609965198201,0.6883350309820897,34.95200959171547,110
P2_Reclaim,0.6739152038474514,0.7709242973399208,0.35801702620195464,0.642030813511946,33.865874995222256,126
P3_FailedAcceptance,0.3533725323908662,0.4963123251974538,0.4073995964983346,0.5082459025766469,32.41388550661798,350
