eligible_markets,eligible_cells,survive_outside3_delta_eq_market,survive_outside3_positive_markets,survive_outside5_delta_eq_market,survive_outside5_positive_markets,extension5_delta_eq_market,extension5_positive_markets,extension10_delta_eq_market,extension10_positive_markets,remaining20_delta_eq_market,remaining20_positive_markets,remaining_life_delta_eq_market,remaining_life_positive_markets
9,35,-0.07854381757190808,1,-0.07149251745392744,1,-0.0670945624132048,2,-0.06060101649503892,2,-0.09018903559478414,2,-4.506581843364797,2
