checkpoint,eligible_markets,eligible_cells,future_extension_delta_eq_market,future_extension_delta_median_market,future_extension_positive_markets,future_net_positive_delta_eq_market,future_net_positive_delta_median_market,future_net_positive_positive_markets,remaining20_delta_eq_market,remaining20_delta_median_market,remaining20_positive_markets,remaining_life_delta_eq_market,remaining_life_delta_median_market,remaining_life_positive_markets
5,9,34,0.05687819857533491,0.07402931337012683,8,0.059032661215663,0.06666666666666668,7,0.1517593805177432,0.2026988956502141,8,9.267448769919675,10.630764011584489,8
10,9,23,0.06276523432355088,0.08227834543624017,6,0.12601084647280758,0.14237516869095818,6,0.17549539329332747,0.1564595248805775,7,10.83692734823398,9.024793388429753,8
