markets,pooled_n,reexpand5_auc_eq_market,reexpand5_auc_gt_0_5_markets,reexpand10_auc_eq_market,reexpand10_auc_gt_0_5_markets,future_net_positive_auc_eq_market,future_net_positive_auc_gt_0_5_markets,remaining20_after3_auc_eq_market,remaining20_after3_auc_gt_0_5_markets,reexpand5_endpoint_delta_eq_market,reexpand5_positive_markets,reexpand10_endpoint_delta_eq_market,reexpand10_positive_markets,future_net_positive_endpoint_delta_eq_market,future_net_positive_positive_markets,remaining20_after3_endpoint_delta_eq_market,remaining20_after3_positive_markets,remaining_life_after3_endpoint_delta_eq_market,remaining_life_after3_positive_markets
9,997,0.7169621849719476,9,0.7063907847968083,9,0.5293141938397986,7,0.6588987216297643,9,0.5296352144712524,9,0.45590222226124866,9,0.07422883573492094,6,0.37686132876464185,9,13.601043997071718,9
