markets,cells,reexpand5_eq,reexpand5_pos,reexpand10_eq,reexpand10_pos,future_net_positive_eq,future_net_positive_pos,remaining20_after3_eq,remaining20_after3_pos,remaining_life_after3_eq,remaining_life_after3_pos
9,18,0.20024556960831472,7,0.1629248837582171,6,-0.05723976459270578,4,0.07985940167312718,6,-0.10679967273104533,5
