markets,pooled_n,stay_outside3_auc_eq_market,stay_outside3_auc_gt_0_5_markets,stay_outside5_auc_eq_market,stay_outside5_auc_gt_0_5_markets,extension5_auc_eq_market,extension5_auc_gt_0_5_markets,extension10_auc_eq_market,extension10_auc_gt_0_5_markets,remaining20_auc_eq_market,remaining20_auc_gt_0_5_markets,stay_outside3_endpoint_delta_eq_market,stay_outside3_positive_markets,stay_outside5_endpoint_delta_eq_market,stay_outside5_positive_markets,extension5_endpoint_delta_eq_market,extension5_positive_markets,extension10_endpoint_delta_eq_market,extension10_positive_markets,remaining20_endpoint_delta_eq_market,remaining20_positive_markets,remaining_life_endpoint_delta_eq_market,remaining_life_positive_markets
9,1028,0.6755721997898675,9,0.6666202382734286,9,0.5291630514878043,5,0.5031072098661389,4,0.5783666092279134,9,0.41304867886693697,9,0.39361410306119826,9,0.05044564171727882,6,-0.002891227781066418,3,0.17102660355153376,9,-2.098006427386878,4
