a,b,markets,paired_n,delay_delta_eq_market,tax_delta_eq_market,remaining_life_delta_eq_market,reexpand5_delta_eq_market,reexpand10_delta_eq_market,oldbox_fail3_delta_eq_market
R5_LocalClose,R1_CloseExtreme,9,194,-0.2283771818579853,-0.03518569464657196,0.2283771818579853,-0.0004208754208754213,-0.005291005291005291,0.008547008547008548
