date,SHV,GSG
2007-05-08,83.063976633427131,40.840000152587891
2007-05-09,83.109639713698755,40.599998474121094
2007-05-10,83.117234742818155,40.5
2007-05-11,83.124852998326347,41.180000305175781
2007-05-14,83.132417058927444,40.959999084472656
2007-05-15,83.162828143923505,41.159999847412109
2007-05-16,83.208375092251373,41.25
2007-05-17,83.21611722183286,41.779998779296875
2007-05-18,83.223658056045196,41.610000610351562
2007-05-21,83.223658056045196,42.060001373291016
2007-05-22,83.223658056045196,41.549999237060547
2007-05-23,83.26937533122387,41.619998931884766
2007-05-24,83.284518936685231,41.349998474121094
2007-05-25,83.29973996344242,41.439998626708984
2007-05-29,83.307342734691446,40.680000305175781
2007-05-30,83.345403043714015,40.810001373291016
2007-05-31,83.353005814962998,41.200000762939453
2007-06-01,83.365958397752834,41.569999694824219
2007-06-04,83.404204517885361,42.099998474121094
2007-06-05,83.396508841081356,42.009998321533203
2007-06-06,83.411807289134359,42.029998779296875
2007-06-07,83.449975987971072,42.049999237060547
2007-06-08,83.465258951764937,41.049999237060547
2007-06-11,83.472908175791432,41.630001068115234
2007-06-12,83.480518689170012,41.540000915527344
2007-06-13,83.465258951764937,41.799999237060547
2007-06-14,83.526251448607837,42.680000305175781
2007-06-15,83.54924557346483,43
2007-06-18,83.556840602584259,43.029998779296875
2007-06-19,83.579780532534187,42.520000457763672
2007-06-20,83.602674009706647,42.439998626708984
2007-06-21,83.610300007344392,42.439998626708984
2007-06-22,83.633216710905572,42.419998168945312
2007-06-25,83.640896903450397,42.380001068115234
2007-06-26,83.648491932569826,41.740001678466797
2007-06-27,83.671416378260631,41.880001068115234
2007-06-28,83.69431759756263,41.900001525878906
2007-06-29,83.717218816864658,42.490001678466797
2007-07-02,83.720269215919771,42.75
2007-07-03,83.704924315089258,42.669998168945312
2007-07-05,83.743309793554261,43.180000305175781
2007-07-06,83.743309793554261,43.419998168945312
2007-07-09,83.766241981374591,43.419998168945312
2007-07-10,83.796924040906006,43.680000305175781
2007-07-11,83.796924040906006,43.650001525878906
2007-07-12,83.812354105161916,43.650001525878906
2007-07-13,83.827652553214904,44.229999542236328
2007-07-16,83.835340487889312,43.459999084472656
2007-07-17,83.850654420201508,43.419998168945312
2007-07-18,83.873671771447249,44.139999389648438
2007-07-19,83.888946993111503,44.610000610351562
2007-07-20,83.919667763290803,44.430000305175781
2007-07-23,83.919667763290803,43.849998474121094
2007-07-24,83.927371182224405,43.270000457763672
2007-07-25,83.950357564951801,43.900001525878906
2007-07-26,83.996338072536219,43.75
2007-07-27,83.996338072536219,44.150001525878906
2007-07-30,83.996338072536219,44.150001525878906
2007-07-31,84.027058842715547,44.520000457763672
2007-08-01,84.056269897626478,44.180000305175781
2007-08-02,84.087122284008686,44.119998931884766
2007-08-03,84.110186088031924,43.580001831054688
2007-08-06,84.102474926968753,42.200000762939453
2007-08-07,84.110186088031924,42.619998931884766
2007-08-08,84.125585183769488,42.549999237060547
2007-08-09,84.17947814778617,42.310001373291016
2007-08-10,84.194869501394166,42.200000762939453
2007-08-13,84.210245370742996,42.549999237060547
2007-08-14,84.256427173696508,42.639999389648438
2007-08-15,84.341157039836247,42.880001068115234
2007-08-16,84.425809484680173,41.950000762939453
2007-08-17,84.456646386803214,42.25
2007-08-20,84.564370377799932,41.099998474121094
2007-08-21,84.602902956726993,41.049999237060547
2007-08-22,84.610621859919718,41.040000915527344
2007-08-23,84.602902956726993,41.099998474121094
2007-08-24,84.487452320407925,42.040000915527344
2007-08-27,84.44891199935131,42.009998321533203
2007-08-28,84.525930704427893,42.009998321533203
2007-08-29,84.541329800165457,42.590000152587891
2007-08-30,84.595153085015909,42.709999084472656
2007-08-31,84.579784957796676,43.099998474121094
2007-09-04,84.578252016139544,43.580001831054688
2007-09-05,84.616931695528621,43.549999237060547
2007-09-06,84.578252016139544,43.869998931884766
2007-09-07,84.678768084495928,43.700000762939453
2007-09-10,84.686448277040753,44.450000762939453
2007-09-11,84.678768084495928,45.029998779296875
2007-09-12,84.72512795642983,45.630001068115234
2007-09-13,84.694213633010975,45.380001068115234
2007-09-14,84.694213633010975,45.319999694824219
2007-09-17,84.717385826848343,46.139999389648438
2007-09-18,84.748269181748881,46.360000610351562
2007-09-19,84.802378925393825,46.479999542236328
2007-09-20,84.802378925393825,47.009998321533203
2007-09-21,84.825620798397452,47.020000457763672
2007-09-24,84.833285506683126,46.909999847412109
2007-09-25,84.856457700520494,46.479999542236328
2007-09-26,84.879645378617028,46.200000762939453
2007-09-27,84.887402992457694,47.689998626708984
2007-09-28,84.856457700520494,47.169998168945312
2007-10-01,84.875836250862932,46.569999694824219
2007-10-02,84.883655801740247,46.529998779296875
2007-10-03,84.922397418165971,46.540000915527344
2007-10-04,84.922397418165971,47.139999389648438
2007-10-05,84.899140060903193,46.5
2007-10-08,84.883655801740247,45.770000457763672
2007-10-09,84.914639804325347,46.060001373291016
2007-10-10,84.945670259687915,46.680000305175781
2007-10-11,84.953443357787719,47.349998474121094
2007-10-12,84.90688219048468,47.509998321533203
2007-10-15,84.90688219048468,48.5
2007-10-16,84.953443357787719,48.099998474121094
2007-10-17,84.999927103794931,48.659999847412109
2007-10-18,85.06973014410157,49.430000305175781
2007-10-19,85.10075285733457,49.200000762939453
2007-10-22,85.06973014410157,48.549999237060547
2007-10-23,85.10075285733457,48.290000915527344
2007-10-24,85.15503292783032,48.669998168945312
2007-10-25,85.178243832315616,50.25
2007-10-26,85.178243832315616,50.240001678466797
2007-10-29,85.178243832315616,51.319999694824219
2007-10-30,85.193859707681469,50.279998779296875
2007-10-31,85.186001446156268,50
2007-11-01,85.249835304555575,51.349998474121094
2007-11-02,85.265435695662248,52.75
2007-11-05,85.296551314450213,51.919998168945312
2007-11-06,85.304339896809211,52.669998168945312
2007-11-07,85.366602102903471,52.200000762939453
2007-11-08,85.421060242379625,52.099998474121094
2007-11-09,85.475518381855764,52.389999389648438
2007-11-12,85.46774528375596,51.400001525878906
2007-11-13,85.428810114090695,50.369998931884766
2007-11-14,85.483275995696417,51.319999694824219
2007-11-15,85.537780587950039,51.099998474121094
2007-11-16,85.545569170308994,51.490001678466797
2007-11-19,85.600019567655551,51.549999237060547
2007-11-20,85.623400798991639,53
2007-11-21,85.638916026672916,52.490001678466797
2007-11-23,85.654462222872553,52.75
2007-11-26,85.685585583790115,52.450000762939453
2007-11-27,85.662281773749839,51.569999694824219
2007-11-28,85.670047129720075,50.799999237060547
2007-11-29,85.693405134667401,50.740001678466797
2007-11-30,85.701193717026371,49.770000457763672
2007-12-03,85.718358018308507,50.110000610351562
2007-12-04,85.741793444551632,48.900001525878906
2007-12-05,85.741793444551632,49.090000152587891
2007-12-06,85.73401260432226,50.5
2007-12-07,85.726169827056225,49.930000305175781
2007-12-10,85.7574093199175,49.490001678466797
2007-12-11,85.843308247624037,50.020000457763672
2007-12-12,85.819896047769646,51.779998779296875
2007-12-13,85.819896047769646,51.650001525878906
2007-12-14,85.804241461755879,51.5
2007-12-17,85.780829261901488,50.479999542236328
2007-12-18,85.773040679542518,50.959999084472656
2007-12-19,85.858877670212394,50.880001068115234
2007-12-20,85.87457096687406,51.130001068115234
2007-12-21,85.827676887999047,51.75
2007-12-24,85.827676887999047,52.200000762939453
2007-12-26,85.851089087853424,53.270000457763672
2007-12-27,85.883226667746143,53.130001068115234
2007-12-28,85.891053960753041,52.810001373291016
2007-12-31,85.875445827516756,52.740001678466797
2008-01-02,85.961538308462835,54.659999847412109
2008-01-03,85.922378617039712,54.659999847412109
2008-01-04,85.985136319427198,54.299999237060547
2008-01-07,85.938118366478875,52.680000305175781
2008-01-08,85.992940386045348,53.700000762939453
2008-01-09,86.02422633168409,53.5
2008-01-10,86.047762405611806,52.759998321533203
2008-01-11,86.094733905782647,52.650001525878906
2008-01-14,86.102630877955747,53.360000610351562
2008-01-15,86.079110288287211,52.389999389648438
2008-01-16,86.102630877955747,51.349998474121094
2008-01-17,86.126128241235563,51.099998474121094
2008-01-18,86.227960471620776,51.450000762939453
2008-01-22,86.32196540899912,50.470001220703125
2008-01-23,86.329792702006017,49.860000610351562
2008-01-24,86.345532451445166,50.729999542236328
2008-01-25,86.39251169374559,51.790000915527344
2008-01-28,86.353390712970366,52.259998321533203
2008-01-29,86.40822821679599,52.509998321533203
2008-01-30,86.463050236362477,52.509998321533203
2008-01-31,86.478720306635381,52.5
2008-02-01,86.502271864822262,51.520000457763672
2008-02-04,86.470877529369346,52
2008-02-05,86.494444571815379,51.430000305175781
2008-02-06,86.510130126347462,51.240001678466797
2008-02-07,86.510130126347462,51.639999389648438
2008-02-08,86.510130126347462,53.619998931884766
2008-02-11,86.494444571815379,54.130001068115234
2008-02-12,86.494444571815379,53.5
2008-02-13,86.549429176103061,53.779998779296875
2008-02-14,86.565122472764727,54.849998474121094
2008-02-15,86.572949765771597,55
2008-02-19,86.557279695498693,56.549999237060547
2008-02-20,86.580877706463042,56.650001525878906
2008-02-21,86.604437006779477,56.290000915527344
2008-02-22,86.596578745254291,56.919998168945312
2008-02-25,86.596578745254291,57.509998321533203
2008-02-26,86.620107077052396,58.979999542236328
2008-02-27,86.643689603757608,57.970001220703125
2008-02-28,86.628019533484689,59.159999847412109
2008-02-29,86.643689603757608,58.409999847412109
2008-03-03,86.664964975847496,59.189998626708984
2008-03-04,86.680720209545825,57.770000457763672
2008-03-05,86.735813203647638,59.509998321533203
2008-03-06,86.783071162612998,60.099998474121094
2008-03-07,86.75152198456847,59.5
2008-03-10,86.806676915706959,60.549999237060547
2008-03-11,86.75152198456847,61.299999237060547
2008-03-12,86.814542919361728,61.490001678466797
2008-03-13,86.822401180886942,62
2008-03-14,86.853934874672305,61.680000305175781
2008-03-17,86.932633621868092,58.5
2008-03-18,86.94832691852973,60.139999389648438
2008-03-19,86.987749842358625,56.119998931884766
2008-03-20,87.003481849668219,56.259998321533203
2008-03-24,86.861816362586268,56.939998626708984
2008-03-25,86.853934874672305,58.029998779296875
2008-03-26,86.869635913463554,59.299999237060547
2008-03-27,86.909027868774132,60.639999389648438
2008-03-28,86.924744391824547,59.259998321533203
2008-03-31,86.916917098817663,57.860000610351562
2008-04-01,86.912922159953609,56.880001068115234
2008-04-02,86.897190152644043,58.490001678466797
2008-04-03,86.912922159953609,58.459999084472656
2008-04-04,86.920811389997141,59.669998168945312
2008-04-07,86.897190152644043,60.590000152587891
2008-04-08,86.928669651522355,60.279998779296875
2008-04-09,86.944548759293966,61.650001525878906
2008-04-10,86.991853171036837,61.409999847412109
2008-04-11,86.991853171036837,61.159999847412109
2008-04-14,86.991853171036837,61.970001220703125
2008-04-15,86.952352825912101,62.880001068115234
2008-04-16,86.983979425252443,64.110000610351562
2008-04-17,86.983979425252443,63.639999389648438
2008-04-18,86.952352825912101,64.129997253417969
2008-04-21,86.960303992992294,63.709999084472656
2008-04-22,86.983979425252443,64.739997863769531
2008-04-23,86.983979425252443,64.699996948242188
2008-04-24,86.983979425252443,63.310001373291016
2008-04-25,86.936582107954635,64.30999755859375
2008-04-28,86.944548759293966,64.779998779296875
2008-04-29,86.968193223035826,63.029998779296875
2008-04-30,86.991853171036837,62.599998474121094
2008-05-01,87.01236207229816,61.529998779296875
2008-05-02,86.980774183605732,63.080001831054688
2008-05-05,86.988694382167566,64.790000915527344
2008-05-06,86.964980239259503,65.800003051757812
2008-05-07,87.01236207229816,66.5
2008-05-08,87.020266786600871,67.040000915527344
2008-05-09,87.01236207229816,67.680000305175781
2008-05-12,86.988694382167566,66.959999084472656
2008-05-13,86.957075524956807,67.760002136230469
2008-05-14,86.957075524956807,66.980003356933594
2008-05-15,86.964980239259503,66.959999084472656
2008-05-16,87.004465100125046,67.959999084472656
2008-05-19,87.01236207229816,67.879997253417969
2008-05-20,87.01236207229816,68.760002136230469
2008-05-21,86.996575870081529,70.75
2008-05-22,87.004465100125046,69.699996948242188
2008-05-23,87.004465100125046,69.900001525878906
2008-05-27,87.01236207229816,68.550003051757812
2008-05-28,87.01236207229816,69.5
2008-05-29,87.01236207229816,67.319999694824219
2008-05-30,87.004465100125046,67.900001525878906
2008-06-02,87.032932910596159,68.230003356933594
2008-06-03,87.048812018367784,67.019996643066406
2008-06-04,87.048812018367784,66.110000610351562
2008-06-05,87.048812018367784,68.599998474121094
2008-06-06,87.056763185447977,72.680000305175781
2008-06-09,87.017115739861197,71.050003051757812
2008-06-10,86.993401596953092,70.269996643066406
2008-06-11,87.009180057040169,72.300003051757812
2008-06-12,87.009180057040169,72.879997253417969
2008-06-13,87.001252116348738,72
2008-06-16,87.001252116348738,72.040000915527344
2008-06-17,87.040814398510122,72.169998168945312
2008-06-18,87.072533903405443,73.279998779296875
2008-06-19,87.080415391319377,71.339996337890625
2008-06-20,87.064582736325264,72.199996948242188
2008-06-23,87.072533903405443,72.989997863769531
2008-06-24,87.104206955523281,72.959999084472656
2008-06-25,87.127959809079272,71.94000244140625
2008-06-26,87.143753753425472,74.510002136230469
2008-06-27,87.135910976159451,74.730003356933594
2008-06-30,87.167498864851879,74.910003662109375
2008-07-01,87.187287748062161,74.949996948242188
2008-07-02,87.195262141531074,76.379997253417969
2008-07-03,87.203182340092965,76.349998474121094
2008-07-07,87.211125765043548,74.569999694824219
2008-07-08,87.211125765043548,72
2008-07-09,87.250788694889451,71.550003051757812
2008-07-10,87.250788694889451,73.910003662109375
2008-07-11,87.242845269938869,75.319999694824219
2008-07-14,87.274580259093355,75.050003051757812
2008-07-15,87.306237826952042,72.419998168945312
2008-07-16,87.31421222042097,71.050003051757812
2008-07-17,87.31421222042097,68.589996337890625
2008-07-18,87.306237826952042,67.800003051757812
2008-07-21,87.322147903241984,68.779998779296875
2008-07-22,87.306237826952042,67
2008-07-23,87.330044875415112,65.370002746582031
2008-07-24,87.330044875415112,65.400001525878906
2008-07-25,87.337972816106557,64.949996948242188
2008-07-28,87.345947209575471,65.269996643066406
2008-07-29,87.337972816106557,64.050003051757812
2008-07-30,87.337972816106557,65.519996643066406
2008-07-31,87.37763574595246,64.930000305175781
2008-08-01,87.365697382137824,65.010002136230469
2008-08-04,87.365697382137824,62.950000762939453
2008-08-05,87.365697382137824,61.5
2008-08-06,87.373664033477169,61.110000610351562
2008-08-07,87.397471081940211,61.470001220703125
2008-08-08,87.389581851896708,59.020000457763672
2008-08-11,87.373664033477169,59.080001831054688
2008-08-12,87.389581851896708,58.240001678466797
2008-08-13,87.389581851896708,60.529998779296875
2008-08-14,87.397471081940211,59.790000915527344
2008-08-15,87.413412126748483,58.619998931884766
2008-08-18,87.381553263520701,58.450000762939453
2008-08-19,87.42131684105118,60.139999389648438
2008-08-20,87.468954164366053,60.619998931884766
2008-08-21,87.453082798723997,63.729999542236328
2008-08-22,87.453082798723997,60.270000457763672
2008-08-25,87.468954164366053,60.180000305175781
2008-08-26,87.468954164366053,60.509998321533203
2008-08-27,87.492799923477008,61.330001831054688
2008-08-28,87.484895209174312,60.200000762939453
2008-08-29,87.484895209174312,60.069999694824219
2008-09-02,87.500782059075505,57.639999389648438
2008-09-03,87.516684393235892,57.220001220703125
2008-09-04,87.53257124313707,56.220001220703125
2008-09-05,87.516684393235892,55.270000457763672
2008-09-08,87.500782059075505,55.270000457763672
2008-09-09,87.53257124313707,54.049999237060547
2008-09-10,87.548566482852408,54.389999389648438
2008-09-11,87.556478939284673,53.560001373291016
2008-09-12,87.572381273445046,53.950000762939453
2008-09-15,87.699723820801282,51.680000305175781
2008-09-16,87.731551715510733,50.740001678466797
2008-09-17,87.930400571681503,52.470001220703125
2008-09-18,87.906547070440951,52.630001068115234
2008-09-19,87.707674987881447,54.5
2008-09-22,87.707674987881447,57.25
2008-09-23,87.755405216751271,56.419998168945312
2008-09-24,87.763364125961019,55.770000457763672
2008-09-25,87.842883538892423,56.549999237060547
2008-09-26,87.819022295522316,55.759998321533203
2008-09-29,87.779274202250974,50.590000152587891
2008-09-30,87.755405216751271,53.799999237060547
2008-10-01,87.878899925705497,52.229999542236328
2008-10-02,87.982443166728217,49.279998779296875
2008-10-03,87.886843350656093,48.900001525878906
2008-10-06,87.854953518909952,45.990001678466797
2008-10-07,87.918678987495142,46.369998931884766
2008-10-08,87.982443166728217,46.380001068115234
2008-10-09,87.950553334982118,43.990001678466797
2008-10-10,88.030212106245969,42.950000762939453
2008-10-13,87.711561536931328,43.779998779296875
2008-10-14,87.990363365290079,43.5
2008-10-15,88.062132906510399,40.860000610351562
2008-10-16,87.870925532236555,40.020000457763672
2008-10-17,87.870925532236555,40.090000152587891
2008-10-20,87.815166714990724,41.319999694824219
2008-10-21,87.80723103216971,40.060001373291016
2008-10-22,87.878899925705497,37.720001220703125
2008-10-23,87.831084533410262,38.349998474121094
2008-10-24,87.870925532236555,36.540000915527344
2008-10-27,87.958504502062283,35.540000915527344
2008-10-28,87.958504502062283,36.279998779296875
2008-10-29,87.982443166728217,38.189998626708984
2008-10-30,87.966494379790376,37.419998168945312
2008-10-31,87.926630154575335,37.840000152587891
2008-11-03,88.038387795083992,37.009998321533203
2008-11-04,87.950661724796234,39.830001831054688
2008-11-05,87.966571801086175,37.639999389648438
2008-11-06,88.086241898027126,35.819999694824219
2008-11-07,88.094247260014384,35.659999847412109
2008-11-10,88.110188304822685,36.299999237060547
2008-11-11,88.126160318149246,34.700000762939453
2008-11-12,88.15009124068564,33.459999084472656
2008-11-13,88.126160318149246,34.389999389648438
2008-11-14,88.118185924680333,33.349998474121094
2008-11-17,88.13411148522944,33.180000305175781
2008-11-18,88.126160318149246,32.409999847412109
2008-11-19,88.17399119470366,32.290000915527344
2008-11-20,88.189986434418998,30.110000610351562
2008-11-21,88.237840537362132,30.979999542236328
2008-11-24,88.197999538535825,33.279998779296875
2008-11-25,88.221914976813025,31.520000457763672
2008-11-26,88.221914976813025,33.599998474121094
2008-11-28,88.237840537362132,32.209999084472656
2008-12-01,88.241889671133237,30.739999771118164
2008-12-02,88.225878947158733,30.010000228881836
2008-12-03,88.265820593669588,29.479999542236328
2008-12-04,88.289774742594702,27.870000839233398
2008-12-05,88.281854544032839,27.260000228881836
2008-12-08,88.249817611824682,28.670000076293945
2008-12-09,88.305785466569205,27.959999084472656
2008-12-10,88.321796190543708,28.420000076293945
2008-12-11,88.305785466569205,29.510000228881836
2008-12-12,88.329739615494304,29.479999542236328
2008-12-15,88.321796190543708,29.059999465942383
2008-12-16,88.289774742594702,29.129999160766602
2008-12-17,88.249817611824682,28.639999389648438
2008-12-18,88.249817611824682,27.319999694824219
2008-12-19,88.289774742594702,27.510000228881836
2008-12-22,88.289774742594702,26.690000534057617
2008-12-23,88.313783086426881,26.670000076293945
2008-12-24,88.305785466569205,26.090000152587891
2008-12-26,88.289774742594702,26.149999618530273
2008-12-29,88.337806914518225,26.659999847412109
2008-12-30,88.32977058401265,26.799999237060547
2008-12-31,88.313814054945212,28.610000610351562
2009-01-02,88.177831290976087,29.610000610351562
2009-01-05,88.24184321835574,30.629999160766602
2009-01-06,88.281870028292005,31.200000762939453
2009-01-07,88.297764620322795,29.020000457763672
2009-01-08,88.201762213512424,28.620000839233398
2009-01-09,88.265797367280854,28.370000839233398
2009-01-12,88.313814054945212,27.030000686645508
2009-01-13,88.313814054945212,27.629999160766602
2009-01-14,88.32977058401265,27.200000762939453
2009-01-15,88.273779502879378,26.129999160766602
2009-01-16,88.281870028292005,26.610000610351562
2009-01-20,88.281870028292005,25.700000762939453
2009-01-21,88.249786643306351,26.139999389648438
2009-01-22,88.273779502879378,25.959999084472656
2009-01-23,88.305793208698802,26.729999542236328
2009-01-26,88.273779502879378,27.049999237060547
2009-01-27,88.289805711113019,26.309999465942383
2009-01-28,88.289805711113019,26.290000915527344
2009-01-29,88.265797367280854,26.420000076293945
2009-01-30,88.265797367280854,25.649999618530273
2009-02-02,88.276210531567955,25.819999694824219
2009-02-03,88.25220218773579,25.850000381469727
2009-02-04,88.196180138084188,25.620000839233398
2009-02-05,88.25220218773579,25.870000839233398
2009-02-06,88.196180138084188,25.770000457763672
2009-02-09,88.228186101774014,25.649999618530273
2009-02-10,88.244158115100618,25.200000762939453
2009-02-11,88.228186101774014,24.530000686645508
2009-02-12,88.212167635669957,24.729999542236328
2009-02-13,88.220188481916367,24.010000228881836
2009-02-17,88.188151549708166,22.340000152587891
2009-02-18,88.228186101774014,22.090000152587891
2009-02-19,88.132121757926981,22.590000152587891
2009-02-20,88.164135463746419,22.399999618530273
2009-02-23,88.228186101774014,22.100000381469727
2009-02-24,88.220188481916367,22.780000686645508
2009-02-25,88.188151549708166,23.559999465942383
2009-02-26,88.196180138084188,24.190000534057617
2009-02-27,88.212167635669957,24.079999923706055
2009-03-02,88.240170918366147,22.479999542236328
2009-03-03,88.240170918366147,22.930000305175781
2009-03-04,88.256212610858995,24.030000686645508
2009-03-05,88.248207248871722,23.680000305175781
2009-03-06,88.248207248871722,24.170000076293945
2009-03-09,88.248207248871722,24.319999694824219
2009-03-10,88.26420248858706,24.100000381469727
2009-03-11,88.26420248858706,23.100000381469727
2009-03-12,88.280244181079894,24.389999389648438
2009-03-13,88.296247162924828,24.049999237060547
2009-03-16,88.26420248858706,24.360000610351562
2009-03-17,88.272231076963067,25.010000228881836
2009-03-18,88.30426026704167,25.270000457763672
2009-03-19,88.288280511585498,25.979999542236328
2009-03-20,88.280244181079894,26.389999389648438
2009-03-23,88.296247162924828,27.090000152587891
2009-03-24,88.288280511585498,26.829999923706055
2009-03-25,88.296247162924828,26.389999389648438
2009-03-26,88.30426026704167,26.700000762939453
2009-03-27,88.288280511585498,25.940000534057617
2009-03-30,88.312242402640152,24.790000915527344
2009-03-31,88.312242402640152,25.180000305175781
2009-04-01,88.29702911801256,24.860000610351562
2009-04-02,88.281041620426805,26.239999771118164
2009-04-03,88.29702911801256,26.239999771118164
2009-04-06,88.281041620426805,26
2009-04-07,88.313039841987049,25.430000305175781
2009-04-08,88.313039841987049,25.510000228881836
2009-04-09,88.305042222129387,26.399999618530273
2009-04-13,88.313039841987049,25.889999389648438
2009-04-14,88.329112502998214,25.600000381469727
2009-04-15,88.3451309691023,25.920000076293945
2009-04-16,88.3451309691023,26.100000381469727
2009-04-17,88.329112502998214,25.840000152587891
2009-04-20,88.353082136182493,24.299999237060547
2009-04-21,88.337133349244624,24.489999771118164
2009-04-22,88.353082136182493,24.270000457763672
2009-04-23,88.361133950947234,24.659999847412109
2009-04-24,88.305042222129387,25.129999160766602
2009-04-27,88.313039841987049,24.399999618530273
2009-04-28,88.321052946103904,24.319999694824219
2009-04-29,88.369131570804882,24.899999618530273
2009-04-30,88.361133950947234,24.790000915527344
2009-05-01,88.311475931811614,25.819999694824219
2009-05-04,88.303424117046873,26.430000305175781
2009-05-05,88.287421135201939,26.239999771118164
2009-05-06,88.295426497189197,27.100000381469727
2009-05-07,88.287421135201939,27.309999465942383
2009-05-08,88.279400288955529,28.100000381469727
2009-05-11,88.295426497189197,28.049999237060547
2009-05-12,88.303424117046873,28.090000152587891
2009-05-13,88.311475931811614,27.680000305175781
2009-05-14,88.311475931811614,27.790000915527344
2009-05-15,88.319481293798859,26.889999389648438
2009-05-18,88.303424117046873,27.979999542236328
2009-05-19,88.311475931811614,27.959999084472656
2009-05-20,88.343489637631038,28.5
2009-05-21,88.343489637631038,28.170000076293945
2009-05-22,88.311475931811614,28.440000534057617
2009-05-26,88.295426497189197,28.479999542236328
2009-05-27,88.311475931811614,28.700000762939453
2009-05-28,88.37559624900544,29.420000076293945
2009-05-29,88.319481293798859,30.120000839233398
2009-06-01,88.380357658698031,31.020000457763672
2009-06-02,88.308247463776141,31
2009-06-03,88.34832072648986,29.719999313354492
2009-06-04,88.332294518256205,30.920000076293945
2009-06-05,88.300195649011371,30.5
2009-06-08,88.268150974673631,30.549999237060547
2009-06-09,88.292190287024141,31.049999237060547
2009-06-10,88.340346333020946,31.25
2009-06-11,88.340346333020946,32.029998779296875
2009-06-12,88.308247463776141,31.520000457763672
2009-06-15,88.308247463776141,30.950000762939453
2009-06-16,88.364323708334794,30.879999160766602
2009-06-17,88.372352296710787,30.950000762939453
2009-06-18,88.364323708334794,31.059999465942383
2009-06-19,88.356341572736284,30.450000762939453
2009-06-22,88.324273672009809,29.25
2009-06-23,88.316268310022537,29.870000839233398
