date,open,high,low,close
2012-12-04,82.173000,82.206000,81.711000,81.888000
2012-12-05,81.890000,82.473000,81.789000,82.415000
2012-12-06,82.416000,82.610000,82.193000,82.405000
2012-12-07,82.406000,82.818000,82.182000,82.478000
2012-12-10,82.548000,82.630000,82.111000,82.341000
2012-12-11,82.342000,82.567000,82.296000,82.533000
2012-12-12,82.534000,83.289000,82.494000,83.180000
2012-12-13,83.179000,83.667000,83.154000,83.614000
2012-12-14,83.615000,83.957000,83.310000,83.500000
2012-12-17,84.145000,84.205000,83.605000,83.872000
2012-12-18,83.872000,84.281000,83.814000,84.266000
2012-12-19,84.266000,84.610000,83.933000,84.091000
2012-12-20,84.092000,84.450000,83.853000,84.341000
2012-12-21,84.338000,84.436000,83.851000,84.234000
2012-12-24,84.377000,84.865000,84.318000,84.772000
2012-12-26,85.275000,85.715000,85.247000,85.485000
2012-12-27,85.488000,86.317000,85.477000,86.281000
2012-12-28,86.269000,86.625000,85.865000,85.865000
2012-12-31,85.819000,86.680000,85.814000,86.610000
2013-01-01,86.658000,86.842000,86.627000,86.765000
2013-01-02,86.765000,87.342000,86.535000,87.324000
2013-01-03,87.324000,87.546000,86.763000,87.431000
2013-01-04,87.431000,88.397000,87.399000,88.140000
2013-01-07,88.322000,88.322000,87.351000,87.456000
2013-01-08,87.457000,87.788000,86.823000,86.841000
2013-01-09,86.843000,88.065000,86.824000,88.034000
2013-01-10,88.030000,89.030000,87.964000,88.923000
2013-01-11,88.925000,89.435000,88.734000,89.176000
2013-01-14,89.487000,89.638000,89.078000,89.476000
2013-01-15,89.474000,89.623000,88.292000,88.819000
2013-01-16,88.818000,88.849000,87.790000,88.568000
2013-01-17,88.567000,90.105000,88.129000,89.953000
2013-01-18,89.952000,90.182000,89.632000,90.083000
2013-01-21,90.148000,90.228000,89.336000,89.813000
2013-01-22,89.814000,90.118000,88.364000,88.752000
2013-01-23,88.751000,88.789000,88.056000,88.538000
2013-01-24,88.535000,90.531000,88.416000,90.420000
2013-01-25,90.422000,91.192000,90.285000,90.877000
2013-01-28,91.059000,91.248000,90.559000,90.652000
2013-01-29,90.648000,91.008000,90.324000,90.753000
2013-01-30,90.755000,91.401000,90.712000,91.066000
2013-01-31,91.065000,91.797000,90.742000,91.733000
2013-02-01,91.732000,92.952000,91.613000,92.789000
2013-02-04,92.830000,93.178000,91.976000,92.095000
2013-02-05,92.092000,93.777000,92.071000,93.709000
2013-02-06,93.710000,94.045000,93.277000,93.517000
2013-02-07,93.518000,93.912000,93.082000,93.714000
2013-02-08,93.713000,93.725000,92.167000,92.672000
2013-02-11,92.564000,94.431000,92.448000,94.238000
2013-02-12,94.239000,94.403000,92.964000,93.221000
2013-02-13,93.222000,93.772000,92.819000,93.221000
2013-02-14,93.222000,93.707000,92.676000,92.882000
2013-02-15,92.881000,93.834000,92.220000,93.505000
2013-02-18,93.878000,94.208000,93.708000,93.904000
2013-02-19,93.906000,93.943000,93.292000,93.568000
2013-02-20,93.564000,94.029000,93.136000,93.699000
2013-02-21,93.698000,93.856000,92.771000,92.976000
2013-02-22,92.975000,93.506000,92.922000,93.405000
2013-02-25,94.203000,94.303000,90.929000,92.171000
2013-02-26,92.171000,92.743000,91.125000,91.968000
2013-02-27,91.969000,92.431000,91.137000,92.203000
2013-02-28,92.203000,92.843000,92.009000,92.623000
2013-03-01,92.622000,93.680000,92.438000,93.579000
2013-03-04,93.547000,93.721000,93.173000,93.482000
2013-03-05,93.482000,93.507000,92.914000,93.350000
2013-03-06,93.350000,94.110000,93.009000,93.984000
2013-03-07,93.985000,95.088000,93.788000,94.918000
2013-03-08,94.919000,96.551000,94.845000,95.987000
2013-03-11,96.163000,96.652000,95.962000,96.616000
2013-03-12,96.617000,96.707000,95.639000,95.881000
2013-03-13,95.880000,96.252000,95.444000,96.039000
2013-03-14,96.039000,96.586000,95.680000,96.063000
2013-03-15,96.059000,96.273000,95.076000,95.280000
2013-03-18,94.887000,95.594000,94.308000,95.370000
2013-03-19,95.370000,95.742000,94.721000,95.019000
2013-03-20,95.017000,96.129000,94.827000,96.065000
2013-03-21,96.067000,96.088000,94.554000,95.077000
2013-03-22,95.077000,95.088000,94.195000,94.421000
2013-03-25,94.621000,94.959000,93.524000,94.222000
2013-03-26,94.224000,94.632000,93.862000,94.628000
2013-03-27,94.627000,94.906000,94.021000,94.350000
2013-03-28,94.350000,94.431000,93.875000,94.282000
2013-03-29,94.290000,94.291000,93.905000,94.150000
2013-04-01,94.252000,94.371000,93.056000,93.196000
2013-04-02,93.198000,93.557000,92.568000,93.367000
2013-04-03,93.366000,93.685000,92.713000,93.078000
2013-04-04,93.080000,96.412000,92.728000,96.371000
2013-04-05,96.362000,97.829000,95.797000,97.520000
2013-04-08,98.235000,99.495000,98.073000,99.475000
2013-04-09,99.473000,99.660000,98.587000,99.174000
2013-04-10,99.173000,99.870000,98.908000,99.813000
2013-04-11,99.813000,99.944000,99.127000,99.794000
2013-04-12,99.792000,99.792000,98.088000,98.338000
2013-04-15,98.337000,98.709000,95.792000,96.571000
2013-04-16,96.574000,98.152000,96.513000,97.776000
2013-04-17,97.776000,98.428000,97.205000,98.256000
2013-04-18,98.261000,98.527000,97.628000,98.217000
2013-04-19,98.217000,99.680000,98.105000,99.480000
2013-04-22,99.776000,99.879000,98.980000,99.296000
2013-04-23,99.297000,99.531000,98.483000,99.379000
2013-04-24,99.379000,99.757000,99.184000,99.524000
2013-04-25,99.524000,99.562000,98.981000,99.321000
